IRN,FMNH,Host-ID,Species,Month,Day ,Year,Season,Time_Period,Sex,Age,State,County,City,P_Positive,H_Positive,L_Positive
,,MCP99-862,C. ustulatus,9,11,1998,Fall,6,NA,NA,Ilinois,Cook,Chicago,0,1,1
2987727,493984,S10-731,C. fuscescens,5,8,2010,Spring,29,M,NA,Illinois,Cook,Chicago,0,0,0
1671963,397114,FC-079,C. ustulatus,9,4,2007,Fall,24,M,HY,Illinois,Cook,Chicago,1,0,0
1737283,462283,FC-1209,C. ustulatus,9,21,2008,Fall,26,M,AHY,Illinois,Cook,Chicago,0,0,1
1738517,463517,FC-1210,C. minimus,9,21,2008,Fall,26,M,AHY,Illinois,Cook,Chicago,0,0,0
1741574,466576,FC-1607,C. minimus,9,27,2009,Fall,28,M,NA,Illinois,Cook,Chicago,0,0,1
,,MCP05-1518,C. ustulatus,9,21,2005,Fall,20,NA,NA,Illinois,Cook,Chicago,0,0,1
1726508,451516,MCP06-269,C. ustulatus,9,16,2006,Fall,22,NA,NA,Illinois,Cook,Chicago,0,0,1
1726671,451679,MCP06-282,C. minimus,9,19,2006,Fall,22,NA,NA,Illinois,Cook,Chicago,1,0,1
2200614,484844,MCP12-414,C. guttatus,10,5,2012,Fall,34,F,AHY,Illinois,Cook,Chicago,0,0,1
3805663,509308,MCP17-165,C. ustulatus,5,17,2017,Fall,44,F,AHY,Illinois,Cook,Chicago,0,1,1
3805665,509310,MCP17-252,C. ustulatus,9,5,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,0
3805666,509311,MCP17-253,C. ustulatus,9,5,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,1
3805667,509312,MCP17-254,C. ustulatus,9,5,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,0
3805668,509313,MCP17-256,C. ustulatus,9,6,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,1
3809517,510425,MCP17-257,C. ustulatus,9,6,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,1
3805669,509314,MCP17-270,C. ustulatus,9,8,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
4434051,524662,MCP17-280,C. ustulatus,9,13,2017,Fall,44,F,HY,Illinois,Cook,Chicago,1,0,1
4434077,524688,MCP17-281,C. ustulatus,9,13,2017,Fall,44,F,AHY,Illinois,Cook,Chicago,0,0,1
4166495,519595,MCP17-293,C. ustulatus,9,26,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,0
4055642,515750,MCP17-311,C. ustulatus,9,29,2017,Fall,44,M,AHY,Illinois,Cook,Chicago,1,0,1
3963112,513779,MCP17-312,C. ustulatus,9,29,2017,Fall,44,F,AHY,Illinois,Cook,Chicago,1,0,1
3963108,513775,MCP17-313,C. minimus,9,29,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,1
4515101,525558,MCP17-323,C. minimus,10,2,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,1
3805911,509556,MCP17-326,C. guttatus,10,5,2017,Fall,44,F,HY,Illinois,Cook,Chicago,1,1,0
3805672,509317,MCP17-327,C. guttatus,10,5,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
3805673,509318,MCP17-328,C. guttatus,10,5,2017,Fall,44,M,HY,Illinois,Cook,Chicago,1,0,0
3805674,509319,MCP17-329,C. guttatus,10,5,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,1
3805675,509320,MCP17-389,C. guttatus,10,16,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,0
3805676,509321,MCP17-390,C. guttatus,10,16,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
3885272,511782,MCP17-398,C. guttatus,10,17,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,1
3805912,509557,MCP17-403,C. guttatus,10,19,2017,Fall,44,F,HY,Illinois,Cook,Chicago,1,0,0
3809533,510441,MCP17-424,C. guttatus,10,24,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,0
3805677,509322,MCP17-461,C. guttatus,10,26,2017,Fall,44,F,AHY,Illinois,Cook,Chicago,0,0,0
,,MCP17-530,C. guttatus,11,1,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
3885276,511786,MCP17-531,C. guttatus,11,1,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
4392645,523435,MCP19-029,C. guttatus,4,9,2019,Fall,48,M,AHY,Illinois,Cook,Chicago,1,0,0
4434094,524708,MCP19-059,C. guttatus,4,23,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
4111141,519059,MCP19-108,C. ustulatus,5,16,2019,Fall,48,M,NA,Illinois,Cook,Chicago,0,0,1
4166463,519563,MCP19-119,C. minimus,5,18,2019,Fall,48,F,NA,Illinois,Cook,Chicago,1,0,1
4111142,519060,MCP19-164,C. ustulatus,8,30,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
,,MCP19-168,C. ustulatus,9,4,2019,Fall,48,F,HY,Illinois,Cook,Chicago,0,0,1
4362925,522175,MCP19-184,C. ustulatus,9,11,2019,Fall,48,M,HY,Illinois,Cook,Chicago,1,0,1
4362926,522176,MCP19-185,C. ustulatus,9,11,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
4363011,522282,MCP19-187,C. minimus,9,12,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,1
4362927,522177,MCP19-189,C. ustulatus,9,14,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,1
4362928,522178,MCP19-196,C. ustulatus,9,15,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
4166496,519596,MCP19-207,C. ustulatus,9,23,2019,Fall,48,NA,HY,Illinois,Cook,Chicago,0,0,0
4166462,519562,MCP19-208,C. fuscescens,9,23,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4362929,522179,MCP19-216,C. ustulatus,9,27,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,1
4362909,522159,MCP19-245,C. guttatus,10,3,2019,Fall,48,F,HY,Illinois,Cook,Chicago,0,0,1
4362910,522160,MCP19-289,C. guttatus,10,14,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
4370329,523051,MCP19-290,C. guttatus,10,14,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4362911,522161,MCP19-291,C. guttatus,10,14,2019,Fall,48,F,HY,Illinois,Cook,Chicago,1,0,0
4362913,522163,MCP19-300,C. guttatus,10,15,2019,Fall,48,M,AHY,Illinois,Cook,Chicago,0,0,0
,,MCP19-305,C. guttatus,10,16,2019,Fall,48,M,HY,Illinois,Cook,Chicago,1,0,0
4362914,522164,MCP19-318,C. guttatus,10,17,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
4392646,523436,MCP19-319,C. guttatus,10,17,2019,Fall,48,M,HY,Illinois,Cook,Chicago,1,0,0
4362915,522165,MCP19-320,C. guttatus,10,17,2019,Fall,48,F,HY,Illinois,Cook,Chicago,0,0,0
4362916,522166,MCP19-321,C. guttatus,10,17,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4362917,522167,MCP19-322,C. guttatus,10,17,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4370331,523052,MCP19-323,C. guttatus,10,17,2019,Fall,48,F,AHY,Illinois,Cook,Chicago,0,0,0
4218221,520693,MCP19-344,C. guttatus,10,18,2019,Fall,48,NA,HY,Illinois,Cook,Chicago,0,0,0
4362924,522174,MCP19-345,C. guttatus,10,18,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
,,MCP19-384,C. guttatus,10,22,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4362919,522169,MCP19-414,C. guttatus,10,24,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4362920,522170,MCP19-431,C. guttatus,10,25,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4392647,523437,MCP19-432,C. guttatus,10,25,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4392648,523438,MCP19-433,C. guttatus,10,25,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
4392649,523439,MCP19-434,C. guttatus,10,25,2019,Fall,48,M,AHY,Illinois,Cook,Chicago,0,0,1
4362921,522171,MCP19-464,C. guttatus,10,29,2019,Fall,48,F,HY,Illinois,Cook,Chicago,0,0,0
4362922,522172,MCP19-465,C. guttatus,10,29,2019,Fall,48,M,HY,Illinois,Cook,Chicago,1,0,0
4362923,522173,MCP19-531,C. guttatus,11,10,2019,Fall,48,M,HY,Illinois,Cook,Chicago,0,0,0
1707202,432476,S00-059,C. ustulatus,9,14,2000,Fall,10,M,HY,Illinois,Cook,Chicago,0,0,0
1710857,436132,S02-275,C. ustulatus,10,7,2002,Fall,14,F,AHY,Illinois,Cook,Chicago,0,0,0
1716926,442203,S04-155,C. minimus,9,17,2004,Fall,18,M,HY,Illinois,Cook,Chicago,0,0,0
1725656,450674,S04-247,C. ustulatus,9,26,2004,Fall,18,M,HY,Illinois,Cook,Chicago,1,0,0
1720920,445938,S05-240,C. guttatus,10,16,2005,Fall,20,M,HY,Illinois,Cook,Chicago,0,0,0
,,S05-5177,C. guttatus,10,8,2005,Fall,20,NA,NA,Illinois,Cook,Chicago,0,0,0
1725113,450131,S06-1685,C. guttatus,10,16,2006,Fall,22,NA,NA,Illinois,Cook,Chicago,0,1,0
1725700,450707,S06-1726,C. guttatus,10,15,2006,Fall,22,M,HY,Illinois,Cook,Chicago,1,0,0
1725711,450718,S06-1953,C. guttatus,10,27,2006,Fall,22,M,HY,Illinois,Cook,Chicago,1,0,0
1737270,462270,S07-1257,C. ustulatus,9,8,2007,Fall,24,M,HY,Illinois,Cook,Chicago,0,0,0
1729509,454517,S07-1441,C. guttatus,9,26,2007,Fall,24,NA,NA,Illinois,Cook,Chicago,1,0,1
1733184,458184,S07-1695,C. guttatus,10,9,2007,Fall,24,M,HY,Illinois,Cook,Chicago,1,0,0
1739733,464733,S07-1707,C. guttatus,10,9,2007,Fall,24,M,AHY,Illinois,Cook,Chicago,0,0,0
1729489,454497,S07-2133,C. guttatus,10,12,2007,Fall,24,F,AHY,Illinois,Cook,Chicago,0,0,0
1736362,461362,S08-1165,C. ustulatus,9,15,2008,Fall,26,F,AHY,Illinois,Cook,Chicago,0,0,0
1813464,471440,S08-2085,C. guttatus,10,10,2008,Fall,26,F,HY,Illinois,Cook,Chicago,0,0,0
1813473,471449,S08-2597,C. guttatus,10,21,2008,Fall,26,F,HY,Illinois,Cook,Chicago,1,0,0
1736139,461139,S08-2682,C. minimus,9,21,2008,Fall,26,M,NA,Illinois,Cook,Chicago,0,0,0
1737266,462266,S08-2706,C. minimus,9,21,2008,Fall,26,F,HY,Illinois,Cook,Chicago,0,0,0
2987784,494041,S12-1296,C. ustulatus,9,6,2012,Fall,34,F,HY,Illinois,Cook,Chicago,0,0,0
3540085,504173,S12-2234,C. fuscescens,9,22,2012,Fall,34,M,HY,Illinois,Cook,Chicago,0,0,0
,,S12-2437,C. guttatus,10,12,2012,Fall,34,NA,NA,Illinois,Cook,Chicago,0,0,0
2987736,493993,S12-2516,C. minimus,9,18,2012,Fall,34,F,HY,Illinois,Cook,Chicago,1,0,0
3540090,504178,S12-2528,C. minimus,9,18,2012,Fall,34,M,HY,Illinois,Cook,Chicago,0,0,1
3152519,497178,S12-2658,C. guttatus,10,16,2012,Fall,34,F,HY,Illinois,Cook,Chicago,0,0,1
2929592,492673,S12-3446,C. minimus,9,27,2012,Fall,34,M,HY,Illinois,Cook,Chicago,0,0,0
2774413,488776,S12-3494,C. guttatus,9,30,2012,Fall,34,F,HY,Illinois,Cook,Chicago,0,0,0
2987741,493998,S13-1615,C. minimus,9,13,2013,Fall,36,F,HY,Illinois,Cook,Chicago,0,0,1
2803711,489150,S13-1658,C. minimus,9,12,2013,Fall,36,F,HY,Illinois,Cook,Chicago,0,1,1
2987803,494060,S13-2824,C. ustulatus,9,29,2013,Fall,36,M,HY,Illinois,Cook,Chicago,1,0,1
3885218,511728,S17-1662,C. ustulatus,9,11,2017,Fall,44,M,AHY,Illinois,Cook,Chicago,0,0,0
3805642,509287,S17-1663,C. ustulatus,9,11,2017,Fall,44,M,HY,Illinois,Cook,Chicago,1,0,0
3885309,511819,S17-2883,C. guttatus,10,24,2017,Fall,44,F,HY,Illinois,Cook,Chicago,0,0,0
3805727,509372,S17-2976,C. guttatus,10,26,2017,Fall,44,F,HY,Illinois,Cook,Chicago,1,0,0
3805728,509373,S17-2977,C. guttatus,10,26,2017,Fall,44,M,HY,Illinois,Cook,Chicago,1,0,0
3805910,509555,S17-2978,C. guttatus,10,26,2017,Fall,44,M,HY,Illinois,Cook,Chicago,1,0,0
3885311,511821,S17-2979,C. guttatus,10,25,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
3885312,511822,S17-2980,C. guttatus,10,25,2017,Fall,44,M,HY,Illinois,Cook,Chicago,1,0,1
3809531,510439,S17-3038,C. guttatus,10,27,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
3885313,511823,S17-3039,C. guttatus,10,27,2017,Fall,44,M,HY,Illinois,Cook,Chicago,0,0,0
3963083,513750,S18-2246,C. fuscescens,8,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
4055579,515687,S18-2247,C. fuscescens,8,30,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
4055631,515739,S18-2276,C. ustulatus,8,30,2018,Fall,46,NA,NA,Illinois,Cook,Chicago,0,0,0
3963084,513751,S18-2286,C. fuscescens,8,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2313,C. ustulatus,9,3,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
4055580,515688,S18-2327,C. fuscescens,9,3,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-2339,C. ustulatus,8,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2342,C. fuscescens,8,30,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2343,C. ustulatus,8,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
4055632,515740,S18-2360,C. ustulatus,9,4,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2361,C. fuscescens,9,4,2018,Fall,46,M,NA,Illinois,Cook,Chicago,0,0,0
4055633,515741,S18-2362,C. ustulatus,9,4,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
,,S18-2364,C. ustulatus,8,27,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2435,C. fuscescens,9,7,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-2436,C. minimus,9,7,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2449,C. ustulatus,9,7,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2468,C. ustulatus,9,7,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2475,C. ustulatus,9,7,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
,,S18-2476,C. ustulatus,9,7,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2511,C. ustulatus,9,11,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-2512,C. ustulatus,9,11,2018,Fall,46,M,NA,Illinois,Cook,Chicago,0,1,0
,,S18-2513,C. minimus,9,11,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,1,0,0
,,S18-2514,C. ustulatus,9,11,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,0
3964410,515081,S18-2524,C. ustulatus,9,13,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2525,C. ustulatus,9,13,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
4055634,515742,S18-2532,C. ustulatus,9,7,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,1,0
,,S18-2533,C. ustulatus,9,6,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
4055635,515743,S18-2534,C. ustulatus,9,6,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
4055636,515744,S18-2535,C. ustulatus,9,6,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2573,C. ustulatus,9,18,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2643,C. ustulatus,9,26,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,1,0,0
4515121,525578,S18-2667,C. ustulatus,9,26,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2728,C. minimus,9,11,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2742,C. ustulatus,9,15,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2746,C. minimus,9,15,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2747,C. minimus,9,15,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2762,C. ustulatus,9,23,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-2763,C. minimus,9,23,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
,,S18-2795,C. ustulatus,9,26,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,1
,,S18-2796,C. ustulatus,9,26,2018,Fall,46,F,NA,Illinois,Cook,Chicago,1,0,0
,,S18-2797,C. minimus,9,26,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
3963176,513843,S18-2819,C. ustulatus,9,28,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,1
3963177,513844,S18-2820,C. ustulatus,9,28,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
3963101,513768,S18-2821,C. minimus,9,28,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2866,C. ustulatus,9,18,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-2890,C. fuscescens,9,17,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
,,S18-2891,C. minimus,9,17,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,1
,,S18-2925,C. ustulatus,9,17,2018,Fall,46,NA,AHY,Illinois,Cook,Chicago,0,0,0
4362932,522182,S18-2928,C. ustulatus,9,17,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
4362933,522183,S18-2930,C. ustulatus,9,16,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
3963102,513769,S18-2939,C. minimus,10,3,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
3963206,513873,S18-2994,C. guttatus,10,4,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-3102,C. fuscescens,8,30,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3104,C. ustulatus,9,23,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,1,0
,,S18-3106,C. minimus,10,1,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,1
,,S18-3111,C. ustulatus,9,23,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
3963207,513874,S18-3120,C. guttatus,10,9,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
4055637,515745,S18-3166,C. ustulatus,9,22,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
3963103,513770,S18-3167,C. minimus,9,22,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3168,C. minimus,9,22,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,1,0
,,S18-3182,C. minimus,9,29,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-3183,C. minimus,9,29,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
3963208,513875,S18-3191,C. guttatus,10,12,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
3963209,513876,S18-3192,C. guttatus,10,12,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
3963210,513877,S18-3193,C. guttatus,10,12,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
4055707,515814,S18-3194,C. guttatus,10,12,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
4111425,519344,S18-3215,C. ustulatus,9,24,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,1
,,S18-3248,C. fuscescens,9,15,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-3251,C. ustulatus,9,13,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3252,C. ustulatus,9,13,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-3253,C. ustulatus,9,5,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3254,C. minimus,NA,NA,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3256,C. ustulatus,9,29,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
3963211,513878,S18-3274,C. guttatus,10,15,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3304,C. ustulatus,9,6,2018,Fall,46,M,NA,Illinois,Cook,Chicago,0,0,0
,,S18-3305,C. ustulatus,9,8,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,1,1
,,S18-3344,C. ustulatus,9,28,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,1
,,S18-3345,C. ustulatus,9,28,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,1
,,S18-3346,C. minimus,9,28,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
,,S18-3355,C. ustulatus,10,2,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
4057117,517218,S18-3360,C. guttatus,10,18,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
4055709,515816,S18-3361,C. guttatus,10,18,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
4057118,517219,S18-3362,C. guttatus,10,18,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
3963213,513880,S18-3363,C. guttatus,10,18,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
4056901,517003,S18-3364,C. guttatus,10,18,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,1,0,0
,,S18-3368,C. guttatus,10,19,2018,Fall,46,NA,NA,Illinois,Cook,Chicago,0,0,0
,,S18-3373,C. guttatus,10,17,2018,Fall,46,NA,NA,Illinois,Cook,Chicago,0,0,0
4055711,515818,S18-3378,C. guttatus,10,17,2018,Fall,46,NA,NA,Illinois,Cook,Chicago,0,0,0
,,S18-3385,C. guttatus,10,17,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-3429,C. guttatus,10,12,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3440,C. guttatus,10,16,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,0,0,0
,,S18-3441,C. guttatus,10,16,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3451,C. guttatus,9,5,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3475,C. ustulatus,9,6,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3501,C. ustulatus,8,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-3524,C. guttatus,10,14,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3527,C. minimus,9,17,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,0
3963212,513879,S18-3533,C. guttatus,10,23,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-3542,C. guttatus,10,23,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3590,C. guttatus,10,24,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3591,C. guttatus,10,24,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-3619,C. ustulatus,10,17,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,1,0
,,S18-3620,C. ustulatus,10,17,2018,Fall,46,F,AHY,Illinois,Cook,Chicago,1,0,0
,,S18-3683,C. ustulatus,9,18,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-3946,C. guttatus,11,3,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-4005,C. guttatus,10,15,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
4110330,518244,S18-4063,C. guttatus,10,5,2018,Fall,46,NA,NA,Illinois,Cook,Chicago,0,0,0
,,S18-4089,C. guttatus,10,5,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4090,C. guttatus,9,27,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4091,C. guttatus,10,19,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-4112,C. minimus,11,18,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,1
,,S18-4154,C. ustulatus,9,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,1,0
,,S18-4184,C. minimus,9,30,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
4055640,515748,S18-4232,C. ustulatus,11,23,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,1
,,S18-4233,C. ustulatus,11,23,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4237,C. ustulatus,11,23,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-4248,C. ustulatus,10,4,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,1,1
4055713,515820,S18-4249,C. guttatus,10,4,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4279,C. minimus,9,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,1
,,S18-4285,C. ustulatus,9,30,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4349,C. minimus,9,22,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4363,C. guttatus,9,22,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4366,C. ustulatus,9,22,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,1
,,S18-4493,C. guttatus,10,1,2018,Fall,46,M,HY,Illinois,Cook,Chicago,1,0,0
,,S18-4517,C. ustulatus,9,24,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4520,C. ustulatus,8,24,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-4531,C. guttatus,10,17,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4534,C. guttatus,10,17,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4546,C. guttatus,10,13,2018,Fall,46,M,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4562,C. ustulatus,9,12,2018,Fall,46,F,HY,Illinois,Cook,Chicago,1,0,0
,,S18-4572,C. guttatus,10,17,2018,Fall,46,F,HY,Illinois,Cook,Chicago,0,0,0
,,S18-4573,C. guttatus,10,17,2018,Fall,46,M,AHY,Illinois,Cook,Chicago,0,0,0
